key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
pk002212,The map is crowded with spawns and objects.,The map is crowded with interactive tiles.,002212,pokemon_0222,2,interactable_count,spawn+water,,,83.0,,
pk002213,Doors and objects are numerous here.,Interactive tiles are numerous here.,002213,pokemon_0223,2,interactable_count,spawn+water,,,92.0,,
pk002214,The map has many doors and objects.,The map has many interactive tiles.,002214,pokemon_0224,2,interactable_count,spawn+water,,,34.0,,
pk002215,"The map has many doors, objects, and water tiles.",The map is crowded with interactive tiles.,002215,pokemon_0225,2,interactable_count,spawn+water,,,97.0,,
pk002216,The map has many SPAWN points and objects.,The map has many interactive tiles.,002216,pokemon_0226,2,interactable_count,spawn+water,,,42.0,,
pk002217,A few doors and objects are scattered around.,Interactive tiles are slightly scattered across the map.,002217,pokemon_0227,2,interactable_count,spawn+water,,,3.0,,
pk002218,"The map is packed with doors, objects, and spawns.",The map has many interactive tiles.,002218,pokemon_0229,2,interactable_count,spawn+water,,,32.0,,
pk002219,Spawn points and water are plentiful here.,Interactive tiles are plentiful here.,002219,pokemon_0230,2,interactable_count,spawn+water,,,73.0,,
pk002220,The map has plenty of spawns and objects.,The map has plenty of interactive tiles.,002220,pokemon_0231,2,interactable_count,spawn+water,,,38.0,,
pk002221,Spawns and water are abundant across the map.,Interactive tiles are abundant across the map.,002221,pokemon_0232,2,interactable_count,spawn+water,,,70.0,,
pk002222,A little to find with a few spawns and objects.,A little to find with few interactive tiles.,002222,pokemon_0233,2,interactable_count,spawn+water,,,1.0,,
pk002223,A few doors and objects appear on the map.,Interactive tiles are scarce on the map.,002223,pokemon_0234,2,interactable_count,spawn+water,,,0.0,,
pk002224,The map has a moderate number of spawns and objects.,The map has a moderate amount of interactive tiles.,002224,pokemon_0236,2,interactable_count,spawn+water,,,47.0,,
pk002225,The map has a few spawn points and objects.,The map has a few interactive tiles.,002225,pokemon_0237,2,interactable_count,spawn+water,,,12.0,,
pk002226,Doors and objects are sparse.,Interactive tiles are sparse.,002226,pokemon_0238,2,interactable_count,spawn+water,,,0.0,,
pk002227,The map has plenty of spawns and water.,The map has plenty of interactive tiles.,002227,pokemon_0239,2,interactable_count,spawn+water,,,30.0,,
pk002228,A few spawns and objects are scattered around.,A few interactive tiles are scattered around.,002228,pokemon_0240,2,interactable_count,spawn+water,,,1.0,,
pk002229,The map has marginal spawns and objects.,The map has marginal interactive tiles.,002229,pokemon_0241,2,interactable_count,spawn+water,,,0.0,,
pk002230,The map has some spawn points and water.,The map has some interactive tiles.,002230,pokemon_0242,2,interactable_count,spawn+water,,,17.0,,
pk002231,Spawns are rare here.,Interactive tiles are rare here.,002231,pokemon_0243,2,interactable_count,spawn+water,,,0.0,,
pk002232,Doors and objects are rare here.,Interactive tiles are rare here.,002232,pokemon_0244,2,interactable_count,spawn+water,,,0.0,,
pk002233,The map is crowded with doors and objects.,The map is crowded with interactive tiles.,002233,pokemon_0245,2,interactable_count,spawn+water,,,49.0,,
pk002234,Few doors and objects are present.,Few interactive tiles are present.,002234,pokemon_0246,2,interactable_count,spawn+water,,,0.0,,
pk002235,A few doors and objects are scattered here.,Interactive tiles are sparse here.,002235,pokemon_0247,2,interactable_count,spawn+water,,,0.0,,
pk002236,Doors and objects are fairly limited.,Interactive tiles are fairly limited.,002236,pokemon_0248,2,interactable_count,spawn+water,,,10.0,,
pk002237,Doors and objects are fairly plentiful.,Interactive tiles are fairly plentiful.,002237,pokemon_0249,2,interactable_count,spawn+water,,,57.0,,
pk002238,Doors and objects are marginal here.,Interactive tiles are sparse here.,002238,pokemon_0250,2,interactable_count,spawn+water,,,0.0,,
pk002239,Few doors and objects appear here.,Interactive tiles are sparse here.,002239,pokemon_0251,2,interactable_count,spawn+water,,,0.0,,
pk002240,The map has many doors and objects.,The map has many interactive tiles.,002240,pokemon_0252,2,interactable_count,spawn+water,,,50.0,,
pk002241,The map has many doors and objects.,The map has many interactive tiles.,002241,pokemon_0253,2,interactable_count,spawn+water,,,60.0,,
pk002242,Doors and objects are rare here.,Interactive tiles are rare here.,002242,pokemon_0255,2,interactable_count,spawn+water,,,0.0,,
pk002243,The map is crowded with doors and objects.,The map is crowded with interactive tiles.,002243,pokemon_0256,2,interactable_count,spawn+water,,,146.0,,
pk002244,"The map has many doors, objects, and spawn points.",The map has many interactive tiles.,002244,pokemon_0257,2,interactable_count,spawn+water,,,37.0,,
pk002245,Spawns and water are rare here.,Interactive tiles are rare here.,002245,pokemon_0258,2,interactable_count,spawn+water,,,0.0,,
pk002246,Few doors and objects are present.,Few interactive tiles are scattered here.,002246,pokemon_0259,2,interactable_count,spawn+water,,,0.0,,
pk002247,The map has a reasonable number of doors.,The map has a reasonable number of interactive tiles.,002247,pokemon_0260,2,interactable_count,spawn+water,,,43.0,,
pk002248,Doors and objects are sparse here.,Interactive tiles are sparse here.,002248,pokemon_0261,2,interactable_count,spawn+water,,,0.0,,
pk002249,A few spawns and objects are scattered around.,A little interactive tiles are scattered around.,002249,pokemon_0262,2,interactable_count,spawn+water,,,13.0,,
pk002250,Spawn points are rare here.,Interactive tiles are rare here.,002250,pokemon_0263,2,interactable_count,spawn+water,,,0.0,,
pk002251,"Some doors, objects, and spawn points are scattered around.",Some interactive tiles are scattered around the map.,002251,pokemon_0264,2,interactable_count,spawn+water,,,7.0,,
pk002252,Some spawn and water tiles appear.,Some interactive tiles appear.,002252,pokemon_0265,2,interactable_count,spawn+water,,,5.0,,
pk002253,Spawn points and water are sparse here.,Interactive tiles are sparse here.,002253,pokemon_0266,2,interactable_count,spawn+water,,,0.0,,
pk002254,Sparse doors and objects dot the map.,Sparse interactive tiles dot the map.,002254,pokemon_0267,2,interactable_count,spawn+water,,,0.0,,
pk002255,Some doors and objects are scattered here.,Some interactive tiles are scattered across the map.,002255,pokemon_0268,2,interactable_count,spawn+water,,,4.0,,
pk002256,Doors and objects are fairly abundant here.,Interactive tiles are fairly abundant here.,002256,pokemon_0270,2,interactable_count,spawn+water,,,32.0,,
pk002257,Sparse spawns and objects appear here.,Interactive tiles are sparse here.,002257,pokemon_0271,2,interactable_count,spawn+water,,,0.0,,
pk002258,Spawn points and water are rare here.,Interactive tiles are rare here.,002258,pokemon_0272,2,interactable_count,spawn+water,,,0.0,,
pk002259,The map has a decent number of spawn points and water tiles.,The map has a decent number of interactive tiles.,002259,pokemon_0273,2,interactable_count,spawn+water,,,41.0,,
pk002260,Spawn tiles are rare here.,Interactive tiles are rare here.,002260,pokemon_0274,2,interactable_count,spawn+water,,,0.0,,
pk002261,Spawn points and water are scarce.,Interactive tiles are marginal.,002261,pokemon_0275,2,interactable_count,spawn+water,,,0.0,,
pk002262,Doors are marginal on this map.,Interactive tiles are marginal on this map.,002262,pokemon_0276,2,interactable_count,spawn+water,,,0.0,,
pk002263,"The map has many doors, objects, and spawns.",The map has many interactive tiles.,002263,pokemon_0277,2,interactable_count,spawn+water,,,49.0,,
pk002264,Doors and objects are marginal.,Interactive tiles are marginal.,002264,pokemon_0278,2,interactable_count,spawn+water,,,0.0,,
pk002265,The map has many doors and water tiles.,The map has many interactive tiles.,002265,pokemon_0279,2,interactable_count,spawn+water,,,96.0,,
pk002266,There are some spawns and water tiles here.,There are some interactive tiles here.,002266,pokemon_0280,2,interactable_count,spawn+water,,,1.0,,
pk002267,The map has numerous doors and objects.,The map has numerous interactive tiles.,002267,pokemon_0281,2,interactable_count,spawn+water,,,229.0,,
pk002268,The map has some spawns and objects.,The map has some interactive tiles.,002268,pokemon_0282,2,interactable_count,spawn+water,,,1.0,,
pk002269,Few doors and objects appear here.,Few interactive tiles appear here.,002269,pokemon_0283,2,interactable_count,spawn+water,,,0.0,,
pk002270,Few doors and objects appear here.,Few interactive tiles appear here.,002270,pokemon_0284,2,interactable_count,spawn+water,,,0.0,,
pk002271,The map has many spawn points and objects.,The map has many interactive tiles.,002271,pokemon_0286,2,interactable_count,spawn+water,,,24.0,,
pk002272,Few doors and objects appear here.,Interactive tiles are sparse.,002272,pokemon_0287,2,interactable_count,spawn+water,,,0.0,,
pk002273,Doors and objects are sparse.,Interactive tiles are sparse.,002273,pokemon_0288,2,interactable_count,spawn+water,,,0.0,,
pk002274,SPAWN and WATER are marginal here.,Interactive tiles are marginal here.,002274,pokemon_0289,2,interactable_count,spawn+water,,,0.0,,
pk002275,The map has a reasonable number of doors and objects.,The map has a reasonable number of interactive tiles.,002275,pokemon_0292,2,interactable_count,spawn+water,,,28.0,,
pk002276,The map has few spawn points and objects.,The map has little interactive activity.,002276,pokemon_0293,2,interactable_count,spawn+water,,,9.0,,
pk002277,Doors and objects are fairly plentiful.,Interactive tiles are fairly plentiful.,002277,pokemon_0294,2,interactable_count,spawn+water,,,39.0,,
pk002278,The map is crowded with spawn and water tiles.,The map is crowded with interactive tiles.,002278,pokemon_0295,2,interactable_count,spawn+water,,,126.0,,
pk002279,Doors are sparse here.,Interactive tiles are sparse here.,002279,pokemon_0296,2,interactable_count,spawn+water,,,0.0,,
pk002280,The map has some spawn points and objects.,The map has some interactive tiles.,002280,pokemon_0297,2,interactable_count,spawn+water,,,11.0,,
pk002281,Spawn points and objects are rare here.,Interactive tiles are rare here.,002281,pokemon_0298,2,interactable_count,spawn+water,,,0.0,,
pk002282,Few spawn points and objects appear here.,Interactive tiles are sparse here.,002282,pokemon_0299,2,interactable_count,spawn+water,,,0.0,,
pk002283,The map has a slight number of spawn points and water.,The map has slight interactive presence.,002283,pokemon_0300,2,interactable_count,spawn+water,,,2.0,,
pk002284,Spawn points are rare here.,Interactive tiles are rare here.,002284,pokemon_0301,2,interactable_count,spawn+water,,,0.0,,
pk002285,Doors and objects are rare here.,Interactive tiles are rare here.,002285,pokemon_0302,2,interactable_count,spawn+water,,,0.0,,
pk002286,Doors and objects are abundant.,Interactive tiles are abundant.,002286,pokemon_0303,2,interactable_count,spawn+water,,,208.0,,
pk002287,Doors and objects are sparse here.,Interactive tiles are sparse here.,002287,pokemon_0304,2,interactable_count,spawn+water,,,0.0,,
pk002288,SPAWNs and OBJECTs are plentiful.,Interactive tiles are plentiful.,002288,pokemon_0305,2,interactable_count,spawn+water,,,153.0,,
pk002289,Doors and objects are sparse here.,Interactive tiles are sparse here.,002289,pokemon_0306,2,interactable_count,spawn+water,,,0.0,,
pk002290,"Doors, objects, and spawns are fairly common.",Interactive tiles are fairly common.,002290,pokemon_0307,2,interactable_count,spawn+water,,,31.0,,
pk002291,The map has many spawns and objects.,The map has many interactive tiles.,002291,pokemon_0308,2,interactable_count,spawn+water,,,54.0,,
pk002292,Few doors and water tiles are present.,Few interactive tiles are present.,002292,pokemon_0309,2,interactable_count,spawn+water,,,11.0,,
pk002293,Spawn points and objects are plentiful.,Interactive tiles are plentiful.,002293,pokemon_0310,2,interactable_count,spawn+water,,,77.0,,
pk002294,SPAWN points and WATER tiles are abundant.,Interactive tiles are abundant.,002294,pokemon_0311,2,interactable_count,spawn+water,,,95.0,,
pk002295,The map is crowded with spawns and objects.,The map is crowded with interactive tiles.,002295,pokemon_0312,2,interactable_count,spawn+water,,,22.0,,
pk002296,The map has plenty of doors and objects.,The map has plenty of interactive tiles.,002296,pokemon_0313,2,interactable_count,spawn+water,,,22.0,,
pk002297,Doors and objects are rare here.,Interactive tiles are rare here.,002297,pokemon_0314,2,interactable_count,spawn+water,,,0.0,,
pk002298,Doors and objects are sparse.,Interactive tiles are sparse.,002298,pokemon_0315,2,interactable_count,spawn+water,,,0.0,,
pk002299,"The map has many spawns, objects, and water tiles.",The map is packed with interactive tiles.,002299,pokemon_0316,2,interactable_count,spawn+water,,,28.0,,
pk002300,Doors and objects are sparse.,Interactive tiles are sparse.,002300,pokemon_0317,2,interactable_count,spawn+water,,,0.0,,
pk002301,Spawns are sparse here.,Interactive tiles are sparse here.,002301,pokemon_0318,2,interactable_count,spawn+water,,,0.0,,
pk002302,Spawn and water tiles are rare.,Interactive tiles are rare.,002302,pokemon_0319,2,interactable_count,spawn+water,,,0.0,,
pk002303,Few spawn points and objects appear here.,Few interactive tiles appear here.,002303,pokemon_0320,2,interactable_count,spawn+water,,,8.0,,
pk002304,Spawns and water are rare.,Interactive tiles are rare.,002304,pokemon_0321,2,interactable_count,spawn+water,,,0.0,,
pk002305,The map has many doors and objects.,The map has many interactive tiles.,002305,pokemon_0322,2,interactable_count,spawn+water,,,46.0,,
